Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Label,Domain
1.0033677084531782,0.6740022798156249,0.6443234622627264,0.9795407281081722,0.6119651487339792,0.4014856156715402,0.5555655570398487,0.7192173229862289,3,0.0
0.9553190357449814,0.630084388935525,0.6579444500645087,1.0173265565676044,0.6074470695836521,0.39662304794683956,0.4598576125642378,0.6037696509797958,3,0.0
-0.28908372232286506,0.4691316448974313,0.033495035623988256,0.8716055840703364,0.11078089477320968,0.8066799296106463,-0.2535698649825754,0.6632908223552361,3,0.0
0.45339521896161156,0.016498046871179988,0.4662490351620492,0.973588200040683,0.3537284221733664,0.4749307733172223,0.6660333563190688,0.8712044165880931,2,0.0
0.7064968324321979,0.31203063524771774,-0.0772472487197346,0.40470993188452786,0.23211403694024105,0.08240038908815059,0.20721454451762114,0.8134275690684994,2,0.0
0.6556592535467203,0.09442663264907217,0.6917864996081088,0.6997456888589719,0.19722408837605476,0.15012897035359232,0.3183236786226113,0.3856754084610427,1,0.0
0.6505470592915931,0.5448248037983003,0.2426981829788612,0.7102170169263594,0.2829415828977775,0.7813242121151307,0.20111369118672573,1.0973392845418395,3,0.0
0.9580589820143471,0.6545049738679856,0.6358670369417841,0.9967127953697077,0.5826088805433661,0.4157872813993911,0.47537477685991,0.6238291238104217,3,0.0
0.48563635441892994,0.693328070078403,0.6797720527343897,0.5372522297219384,0.5569399792656566,0.6209653954939709,0.29667480199308044,0.9513260230793592,0,0.0
0.44547478732936174,0.011436251640276146,0.44404610979223164,0.9666332974829446,0.3683233326538225,0.46752409131799566,0.6934608713201262,0.8742678609704565,2,0.0
0.46952897070303135,0.010001819710472256,0.44473780644432137,0.9832449498003645,0.3623161272917723,0.4698873669135035,0.706655763245106,0.8783743791367002,2,0.0
0.9724288307445297,0.4043327642155611,0.9909635655395708,0.16315100377647726,0.8507044740436445,0.24966377726339464,1.0690479491852556,0.5225796079318619,0,0.0
0.0279234992103522,0.5230489426601745,0.37784691662676917,0.9556766066045004,0.6961386776159966,-0.11698006354471613,0.9148573320906342,0.509648790504533,3,0.0
0.785152317043548,0.4432875809357884,0.7656500347830824,0.08760521570994195,0.609471529230146,0.15708260307895822,0.8652844144253147,0.5483610574152765,0,0.0
0.6969563780037551,0.05969826346666623,0.6664156578503209,0.6713262033403694,0.20966029131692807,0.12855741463973933,0.31456943068681315,0.36431435468956225,1,0.0
0.9562683081110851,0.6552705027639758,0.6372490749853721,0.9957920349627748,0.581188843171908,0.41129812669090887,0.476104538071509,0.6231790090280301,3,0.0
0.43483678623242017,-0.0011969418055230302,0.42585978943921177,1.0013399938616852,0.36568247775881635,0.4706473912258925,0.7032901664266081,0.8795387029532012,2,0.0
0.3750483229328034,0.7040949742365836,0.8374572464238808,-0.019894757062447102,0.5035769470714491,1.174912212507629,-0.08832532780839775,0.5606148923735141,3,0.0
0.9380185576881485,0.5992187571497545,0.678837385169755,1.0189933290661104,0.6493976346745267,0.4874216992385207,0.37124924860209596,0.5677435594304057,3,0.0
0.8355192066137537,0.4834421139367804,0.4027281129264069,0.8257054224191449,0.3438548511522971,0.6650992495046198,0.39335400840721935,0.9800184951347306,3,0.0
0.45375071074685647,0.017940399156020748,0.4195100118509444,0.9521434256637172,0.3752891810182127,0.47176636566106755,0.7019075622709833,0.9073041067655614,2,0.0
0.7787663965477168,0.3734144981393541,0.19633498615502407,0.5007179561129903,0.04236992667055446,0.36354802939479874,0.23753058053150405,1.1171494707953913,2,0.0
0.49023183442170276,-0.041454910122308126,0.4100048242325911,1.013380767874131,0.39881864470212225,0.47839381636190126,0.753807405853834,0.9206524059189316,2,0.0
0.7109936178447154,0.055010549172861134,0.6449024179351268,0.6936206054985978,0.2093382402963144,0.1510355416943241,0.30239712504653093,0.36995660457596463,1,0.0
0.9547158997555558,0.6480432544207576,0.6348992305638661,0.9933696477973392,0.5877372640234476,0.4179149985849329,0.47802120866231734,0.6289063302749616,3,0.0
0.9169049022028872,0.6717085619219458,0.6586480305724225,1.031679876163632,0.625863771090483,0.3752738366052899,0.4592320964928477,0.5975561514624318,3,0.0
0.8219459626492804,0.3464891299243227,0.7767390007512617,0.2441956279587852,0.7392099755748347,0.10067385962870734,1.066390509314943,0.45109481893624337,0,0.0
0.38675672152666185,0.5685866437444711,0.6256711440419601,-0.3290081196742973,0.44320765656127464,0.6235656932450039,0.7372306440239631,0.6486163337012667,3,0.0
0.6928633126986515,0.06471792124296263,0.6791793193739935,0.6596262396756324,0.22098514412992298,0.12853935699843086,0.32485260344292355,0.37745850122801944,1,0.0
0.5185176598518263,0.6277346970845981,0.482730625735175,0.3990285977767887,0.49733589025613345,0.4863220512082841,0.5259612484450893,0.7764626896849212,0,0.0
0.715871006508693,0.6451550351784217,0.7064150147195797,0.5772286420467188,0.40030207550259517,0.49912699810792016,0.3451658469048605,0.985264058865972,0,0.0
0.6892384127794721,0.05126742940128672,0.6766797781740178,0.6761362310198499,0.22498323400667375,0.11571327786851834,0.33572107732160533,0.3546899116959863,1,0.0
0.45229966366476193,0.018998628452845955,0.44119215493314434,0.9799468593307795,0.3585105129798417,0.48036259428353634,0.687415743840488,0.8803108529331263,2,0.0
0.7565763997783969,0.20918477760460025,0.7005903013768537,0.37342687316505335,0.6781400316958139,0.13785260347841957,0.924802300527441,0.4222379015787895,0,0.0
0.17010452829782485,0.29430812317747534,1.1823580621931467,0.29482112516608916,1.036280759820479,0.7239553369581332,0.29369911444322694,1.6180795711401192,3,0.0
0.6730650052720647,0.18651974272781413,0.10367089404595639,0.3513672210511875,0.10909484406756594,0.20081897389033634,0.4275748876620351,0.9562452363493367,2,0.0
0.7120131172714264,0.2521326410167274,0.5520614704374228,0.20722628603977372,0.5623997594763567,1.0723985459143996,0.34255828960961643,0.7689928560614132,3,0.0
0.9168220702534077,0.24780418117307682,0.23449775655439675,0.18054345367765323,0.3416776145230022,0.03349169635432464,0.4459915603752733,0.9615505720842225,2,0.0
0.49387506293784,0.6979555475171525,0.6776903876031615,0.4750013835217304,0.50137616014231,0.7103833394364188,0.4295868775102402,0.8615259832392268,0,0.0
0.7275429918224237,0.7414619992849212,0.7621334546399389,0.6364108774712498,0.5265395861775748,0.736960512367341,0.5737187867151566,1.0718196726985307,0,0.0
0.7029471440587517,0.04278185107198129,-0.05924205080738032,0.9199176736452936,0.6481032086660323,0.5202536931074584,0.37717860174082707,0.505990452944602,3,0.0
0.4807237054304054,0.0006775847764642386,0.43969578413898835,0.9884246376099924,0.3530774579801654,0.5056859714411184,0.66461080623663,0.890388643779751,2,0.0
